IDSensor,IDStation,Pollutant,NameStation,Altitude,Province,City,DateStart,DateStop,Latitude,Longitude,ARPA_stat_type,ARPA_zone
6790,653,NOx,Brescia - Via Ziziola,125,BS,Brescia,1997-10-15,2018-07-30,45.51455919056731,10.218463502801265,NA,NA
6657,552,PM_tot,Varese - Via Vidoletti,425,VA,Varese,1991-12-30,2006-04-30,45.83690077655548,8.80392612667495,UB,A
5548,545,NO2,Motta Visconti - Via De Gasperi,100,MI,Motta Visconti,1998-03-17,NA,45.281956197427846,8.988562726793255,SB,B
10343,708,PM10,Parona - Via Della Miseria,112,PV,Parona,2007-09-28,NA,45.281935610357905,8.754334594539825,UI,B
10095,697,NOx,Borgofranco Sul Po - Località Bonizzo,14,MN,Borgofranco Sul Po,2006-11-29,NA,45.04650153816735,11.18093581912755,SB,B
6820,656,PM_tot,Gambara - Via Parma,47,BS,Gambara,1990-02-16,2004-08-10,45.24954362474624,10.299119496064078,SB,B
10291,681,Ammonia,Moggio - Località Penscei,1194,LC,Moggio,2007-03-17,NA,45.91278752030292,9.497538167653424,RB,C
5513,510,NO2,Inzago - Viale Gramsci,138,MI,Inzago,1991-01-01,2018-01-01,45.539768856661,9.486885367436152,NA,NA
10259,569,Benzene,Sondrio - Via Mazzini,307,SO,Sondrio,2006-09-19,NA,46.16796681227828,9.87014407497457,UT,D
9925,677,Ozone,Cremona - Via Fatebenefratelli,43,CR,Cremona,2006-04-08,NA,45.14254063221695,10.043836158369393,UB,A
12590,669,Cadmium,Brescia Villaggio Sereno,70,BS,Brescia,2008-04-01,NA,45.513038818653754,10.19194188877931,UB,Agg_BS
6296,508,NOx,Cassano D'Adda - Via Di Vona,133,MI,Cassano D'Adda,1984-12-14,2018-01-01,45.52000867032165,9.512220968943545,NA,NA
5504,501,NO2,Milano - Via Marche,129,MI,Milano,1980-09-18,NA,45.49631644365102,9.190933555313624,UT,Agg_MI
10407,1263,NO2,Villa Di Serio - Via Glera,280,BG,Villa Di Serio,2008-10-08,2018-07-30,45.73589144532835,9.738394788043442,NA,NA
6306,518,NOx,Galliate Strada Del Piaggio,153,NO,Galliate,1992-12-07,2017-01-01,45.46804407930967,8.73676932023362,NA,NA
5511,508,NO2,Cassano D'Adda - Via Di Vona,133,MI,Cassano D'Adda,1984-12-17,2018-01-01,45.52000867032165,9.512220968943545,NA,NA
6258,578,NOx,Varenna - Via Polvani,220,LC,Varenna,1991-01-01,2008-02-07,46.00942283474235,9.285304059583972,NA,NA
6358,538,NOx,Settimo Milanese - Via Della Libertà,132,MI,Settimo Milanese,1992-05-27,2018-07-30,45.480268785554635,9.056862031759728,NA,NA
12626,705,Cadmium,Milano Pascal Città Studi,122,MI,Milano,2008-04-01,NA,45.47899606168744,9.235491038497502,UB,Agg_MI
30158,649,PM2.5,Brescia - Via Broletto,149,BS,Brescia,2013-12-13,NA,45.540057846971386,10.222818449274216,UT,Agg_BS
5852,553,CO,Saronno - Via Marconi,211,VA,Saronno,1993-06-15,2012-01-04,45.62396968592561,9.037226525673523,NA,NA
10406,1263,NOx,Villa Di Serio - Via Glera,280,BG,Villa Di Serio,2008-10-08,2018-07-30,45.73589144532835,9.738394788043442,NA,NA
5649,543,Sulfur_dioxide,Vimercate - Via Dell'Ospedale,194,MB,Vimercate,1994-12-23,2003-10-16,45.614920870442226,9.368396161785157,NA,NA
5954,627,Ozone,Cremona - Piazza Cadorna,39,CR,Cremona,1997-12-11,2010-08-30,45.13194691285173,10.015741513336042,UT,A
5603,600,NO2,Lodi - Via Vignati,80,LO,Lodi,1999-12-30,NA,45.30601298752377,9.48526286320174,UT,A
17041,583,Lead,Bergamo - Via Meucci,249,BG,Bergamo,2012-01-13,NA,45.69103740547214,9.643650579461385,UB,Agg_BG
10586,677,PM2.5,Cremona - Via Fatebenefratelli,43,CR,Cremona,2010-07-28,NA,45.14254063221695,10.043836158369393,UB,A
6212,596,NOx,Osio Sotto - Via Per Levate,182,BG,Osio Sotto,2000-04-06,NA,45.62055567939559,9.611737821812373,SB,Agg_BG
5788,590,CO,Ponte San Pietro - Via Moiolo,225,BG,Ponte San Pietro,1990-07-04,2011-09-12,45.696081938463465,9.587784018279269,NA,NA
5847,558,CO,Busto Arsizio Accam,206,VA,Busto Arsizio,1998-12-06,NA,45.582894292717725,8.842165456706075,SB,Agg_MI
10405,584,PM10,Bergamo - Via Garibaldi,249,BG,Bergamo,2008-12-19,NA,45.69568034432694,9.66124914606551,UT,Agg_BG
10333,709,NOx,Vigevano - Via Valletta,109,PV,Vigevano,2007-08-08,NA,45.303607869655714,8.844804609965438,UB,A
5803,577,CO,Calolziocorte - Corso Dante,215,LC,Calolziocorte,1994-11-28,2012-01-04,45.80209550514092,9.429467320277878,NA,NA
5544,541,NO2,Limbiate - Via Turati,181,MB,Limbiate,1994-11-24,2018-07-30,45.597443498230305,9.125948942472387,NA,NA
10083,695,PM10,Ponti Sul Mincio - Via San Martino,113,MN,Ponti Sul Mincio,2006-12-20,NA,45.41277169168634,10.683357343786835,SB,B
6959,565,PM10,Cantù - Via Meucci,369,CO,Cantù,1999-01-01,NA,45.73083672267427,9.125734327022926,SB,Agg_MI
5669,583,Sulfur_dioxide,Bergamo - Via Meucci,249,BG,Bergamo,1989-06-01,2003-06-03,45.69103740547214,9.643650579461385,UB,Agg_BG
6926,572,PM10,Morbegno - Via Cortivacci,262,SO,Morbegno,1999-12-14,NA,46.132282960003735,9.566179893984474,UB,D
10143,701,NO2,Ostiglia - Via Colombo,14,MN,Ostiglia,2006-11-29,2017-01-01,45.073311155731965,11.137034007299844,NA,NA
6869,642,Benzene,Pavia - Via Folperti,77,PV,Pavia,2002-06-06,NA,45.19467609907785,9.164638300630086,UB,A
9920,665,NOx,Viadana - Via Cavalli,37,MN,Viadana,2004-06-15,NA,44.92469404955067,10.517502067117825,UB,B
5737,578,Ozone,Varenna - Via Polvani,220,LC,Varenna,1991-02-17,2008-02-07,46.00942283474235,9.285304059583972,NA,NA
12579,1303,NO2,Cremona - Via Gerre Borghi,36,CR,Cremona,2012-01-01,2017-01-01,45.10953938027215,10.069230734956498,NA,NA
6388,555,NOx,Busto Arsizio - Via Magenta,222,VA,Busto Arsizio,1991-05-25,2018-07-30,45.610736040012604,8.850115752092071,NA,NA
5686,575,Sulfur_dioxide,Nibionno - Via Della Chiesa,310,LC,Nibionno,1991-02-17,2003-06-10,45.751111261617815,9.265020964805544,NA,NA
6734,645,NOx,Voghera - Via Repubblica,100,PV,Voghera,2003-06-01,2012-10-15,44.98586313155348,9.007128842722402,NA,NA
5510,507,NO2,Villasanta - Via Volta,176,MB,Villasanta,1990-02-13,2010-06-20,45.608621349658364,9.307118451572562,NA,NA
10278,705,NOx,Milano Pascal Città Studi,122,MI,Milano,2007-06-16,NA,45.47899606168744,9.235491038497502,UB,Agg_MI
20491,1800,NO2,Brescia San Polo,124,BS,Brescia,NA,NA,45.5086667998462,10.256370247433845,UB,Agg_BS
6246,573,NOx,Colico - Via La Madoneta,229,LC,Colico,1996-11-06,NA,46.1381409051264,9.384687247651794,SB,C
6702,643,Sulfur_dioxide,Pavia - Piazza Minerva,77,PV,Pavia,2002-03-03,2003-08-11,45.18632908049483,9.146666041286784,UT,A
5665,595,Sulfur_dioxide,Filago - Via Don Milani,190,BG,Filago,1991-12-07,NA,45.63386450908066,9.556084255790864,UB,Agg_BG
6690,642,NOx,Pavia - Via Folperti,77,PV,Pavia,2002-06-01,NA,45.19467609907785,9.164638300630086,UB,A
5621,532,Sulfur_dioxide,Cuggiono - Via Languria,156,MI,Cuggiono,1989-12-18,2009-12-11,45.5014842949991,8.804453762398397,NA,NA
6276,606,NOx,San Giuliano Milanese - Via Milano,97,MI,San Giuliano Milanese,2000-01-13,NA,45.39619462552717,9.282700075557845,UT,A
9985,600,PM2.5,Lodi - Via Vignati,80,LO,Lodi,2006-07-10,NA,45.30601298752377,9.48526286320174,UT,A
5647,528,Sulfur_dioxide,Milano Verziere,116,MI,Milano,1988-12-07,2004-03-01,45.463346740666545,9.195324807668857,UT,Agg_MI
5580,577,NO2,Calolziocorte - Corso Dante,215,LC,Calolziocorte,1994-11-28,2018-07-30,45.80209550514092,9.429467320277878,NA,NA
5690,603,Sulfur_dioxide,Castiraga Vidardo - Via Craxi,74,LO,Castiraga Vidardo,2000-01-13,2008-04-11,45.26232519992153,9.400281323067924,NA,NA
9897,609,NO2,Casirate D'Adda - Via Cimitero,108,BG,Casirate D'Adda,2005-11-10,NA,45.49822713394494,9.556232262351761,RB,A
5643,538,Sulfur_dioxide,Settimo Milanese - Via Della Libertà,132,MI,Settimo Milanese,1992-05-19,2003-08-26,45.480268785554635,9.056862031759728,NA,NA
17293,1264,PM10,Sondrio - Via Paribelli,290,SO,Sondrio,2012-10-09,NA,46.167852440665115,9.879209924469903,UB,D
6777,651,CO,Brescia - Via Triumplina,175,BS,Brescia,1999-01-15,2005-10-19,45.57158552261201,10.23148691302886,NA,NA
5747,559,Ozone,Somma Lombardo - Via Facchinetti,210,VA,Somma Lombardo,2000-03-21,2018-01-01,45.649537127292405,8.71269145828479,NA,NA
6799,654,Sulfur_dioxide,Sarezzo - Via Minelli,269,BS,Sarezzo,1990-02-18,2007-01-30,45.64962671224069,10.205090218837002,UB,Agg_BS
6919,561,PM10,Como - Via Cattaneo,202,CO,Como,2000-01-04,NA,45.81504286011291,9.06697137484454,UT,Agg_MI
6911,543,PM10,Vimercate - Via Dell'Ospedale,194,MB,Vimercate,1998-02-06,2018-07-30,45.614920870442226,9.368396161785157,NA,NA
6918,560,PM10,Varese - Via Copelli,383,VA,Varese,2003-07-17,NA,45.816973233263674,8.820240707158211,UT,A
20104,592,PM2.5,Treviglio - Piazza Insurrezione,191,BG,Treviglio,2015-03-01,NA,45.51933498138716,9.592009994888425,UT,Agg_BG
10477,1267,CO,Turano Lodigiano - Via Gramsci,65,LO,Turano Lodigiano,2009-08-03,2017-03-31,45.25028308918456,9.62125819274314,NA,NA
5612,530,Sulfur_dioxide,Agrate Brianza - Via Ferrario,162,MB,Agrate Brianza,1990-02-14,2006-05-05,45.57578475922807,9.354105650819204,NA,NA
6864,661,NOx,Rezzato - Via De Gasperi,147,BS,Rezzato,1992-08-05,NA,45.51570829484459,10.336240422996532,SI,Agg_BS
20492,1800,PM2.5,Brescia San Polo,124,BS,Brescia,NA,NA,45.5086667998462,10.256370247433845,UB,Agg_BS
9739,608,PM10,Codogno - Via Trento,59,LO,Codogno,2005-04-09,NA,45.15937280234111,9.69814824935254,UT,B
6062,503,Benzene,Milano - Piazza Zavattari,122,MI,Milano,2000-01-17,2018-07-30,45.47606340509791,9.141786267186658,NA,NA
5623,610,Sulfur_dioxide,Cassano D'Adda - Viale Delle Rimembranze,141,MI,Cassano D'Adda,1980-09-18,2005-10-27,45.54735712557429,9.482556888751144,NA,NA
6705,643,CO,Pavia - Piazza Minerva,77,PV,Pavia,2002-03-03,NA,45.18632908049483,9.146666041286784,UT,A
6879,664,CO,Mantova - Piazza Gramsci,18,MN,Mantova,2004-06-11,NA,45.151743379576594,10.78140770009565,UT,A
20216,690,Sulfur_dioxide,Mezzana Bigli - Località Casoni,73,PV,Mezzana Bigli,2006-01-20,NA,45.069658641385914,8.86888929943922,RI,B
10335,709,PM10,Vigevano - Via Valletta,109,PV,Vigevano,2007-08-08,NA,45.303607869655714,8.844804609965438,UB,A
12597,609,Cadmium,Casirate D'Adda - Via Cimitero,108,BG,Casirate D'Adda,2008-04-24,NA,45.49822713394494,9.556232262351761,RB,A
12640,548,Lead,Milano - Via Senato,118,MI,Milano,2008-07-09,NA,45.470499014097,9.197460360112531,UT,Agg_MI
12603,655,Cadmium,Darfo Boario Terme - Via De Amicis,221,BS,Darfo Boario Terme,2008-04-18,NA,45.87460210989037,10.17735680898138,SB,D
6636,510,PM_tot,Inzago - Viale Gramsci,138,MI,Inzago,1990-12-27,2010-02-19,45.539768856661,9.486885367436152,NA,NA
6736,645,PM_tot,Voghera - Via Repubblica,100,PV,Voghera,2002-03-07,2006-10-01,44.98586313155348,9.007128842722402,NA,NA
9984,669,PM2.5,Brescia Villaggio Sereno,70,BS,Brescia,2006-06-06,NA,45.513038818653754,10.19194188877931,UB,Agg_BS
5951,626,Sulfur_dioxide,Corte De Cortesi Con Cignone - Via Villa Strada Forca,57,CR,Corte De Cortesi Con Cignone,1992-11-01,2012-01-04,45.27848755478839,10.006202391204335,RI,B
6867,662,Sulfur_dioxide,Vobarno - Via Sottostrada,242,BS,Vobarno,1990-02-16,2012-01-04,45.63635959038354,10.512962803725342,NA,NA
5828,542,CO,Meda - Via Gagarin,222,MB,Meda,1995-11-01,NA,45.66176219189168,9.156643984551597,UT,Agg_MI
9882,674,Ozone,Monza - Via Machiavelli,162,MB,Monza,2005-10-21,NA,45.58026348442243,9.273573092713274,UB,Agg_MI
9928,677,NO2,Cremona - Via Fatebenefratelli,43,CR,Cremona,2006-04-11,NA,45.14254063221695,10.043836158369393,UB,A
6616,586,PM_tot,Costa Volpino - Via Nazionale,192,BG,Costa Volpino,1993-07-26,2012-11-23,45.82715793876258,10.09706172418631,NA,NA
6706,643,NOx,Pavia - Piazza Minerva,77,PV,Pavia,2002-03-03,NA,45.18632908049483,9.146666041286784,UT,A
9805,671,NO2,Mantova Tridolino,22,MN,Mantova,2004-12-31,2017-01-01,45.153319585785574,10.859263911962309,NA,NA
5659,589,Sulfur_dioxide,Nembro - Via Locatelli,309,BG,Nembro,1991-06-05,2003-05-31,45.743036830343144,9.760535572770022,NA,NA
10179,704,NO2,Sermide E Felonica - Via Dalla Chiesa,11,MN,Sermide E Felonica,2006-11-29,2017-01-01,45.004613731114105,11.294014707706845,NA,NA
20428,683,PM10,Cassano D'Adda - Via Milano,133,MI,Cassano D'Adda,2017-12-19,NA,45.52647254585104,9.515980483627096,UT,A
12641,548,Benzo_a_pyrene,Milano - Via Senato,118,MI,Milano,2008-07-10,NA,45.470499014097,9.197460360112531,UT,Agg_MI
5561,558,NO2,Busto Arsizio Accam,206,VA,Busto Arsizio,1998-12-06,NA,45.582894292717725,8.842165456706075,SB,Agg_MI
6945,633,PM10,Soresina - Via Landriani,70,CR,Soresina,2000-02-04,NA,45.28397715446764,9.863398419993635,ST,B
5853,560,CO,Varese - Via Copelli,383,VA,Varese,2003-08-07,NA,45.816973233263674,8.820240707158211,UT,A
10384,693,Benzene,Sannazzaro De Burgondi - Via Traversi,85,PV,Sannazzaro De Burgondi,2007-01-01,NA,45.10276627684137,8.90417452771467,UI,B
12638,548,Arsenic,Milano - Via Senato,118,MI,Milano,2008-07-09,NA,45.470499014097,9.197460360112531,UT,Agg_MI
6218,583,NOx,Bergamo - Via Meucci,249,BG,Bergamo,1989-06-01,NA,45.69103740547214,9.643650579461385,UB,Agg_BG
10433,1264,Sulfur_dioxide,Sondrio - Via Paribelli,290,SO,Sondrio,2009-01-04,2012-01-04,46.167852440665115,9.879209924469903,UB,D
20489,1800,NOx,Brescia San Polo,124,BS,Brescia,NA,NA,45.5086667998462,10.256370247433845,UB,Agg_BS
10167,703,NO2,Schivenoglia - Via Malpasso,NA,MN,Schivenoglia,2006-11-29,NA,45.016877820755425,11.07609463264049,RB,B
9972,679,Ozone,Valmadrera - Via Pozzi,247,LC,Valmadrera,2006-02-21,NA,45.842207261022544,9.351658166127958,SB,A
6423,630,NOx,Crema - Via Indipendenza,78,CR,Crema,2002-01-01,2007-04-03,45.369413822391465,9.677268708195667,NA,NA
20427,683,Sulfur_dioxide,Cassano D'Adda - Via Milano,133,MI,Cassano D'Adda,2017-12-20,NA,45.52647254585104,9.515980483627096,UT,A
10320,548,PM10,Milano - Via Senato,118,MI,Milano,2007-08-10,NA,45.470499014097,9.197460360112531,UT,Agg_MI
5721,545,Ozone,Motta Visconti - Via De Gasperi,100,MI,Motta Visconti,1998-03-17,NA,45.281956197427846,8.988562726793255,SB,B
6793,653,PM_tot,Brescia - Via Ziziola,125,BS,Brescia,2005-07-19,2013-11-17,45.51455919056731,10.218463502801265,NA,NA
6652,571,PM_tot,Bormio - Via Monte Braulio,1225,SO,Bormio,1993-11-01,2003-04-16,46.46952397132585,10.375432759159036,UB,C
5837,513,CO,Trezzo Sulladda - Via Nenni,199,MI,Trezzo Sulladda,2001-02-22,2017-01-01,45.61369175877737,9.50812248390592,NA,NA
10007,684,CO,Truccazzano - Via Fornasino,105,MI,Truccazzano,2006-02-17,2018-01-01,45.48455813667995,9.471348388974729,NA,NA
9965,609,PM10,Casirate D'Adda - Via Cimitero,108,BG,Casirate D'Adda,2006-01-01,NA,45.49822713394494,9.556232262351761,RB,A
5563,560,NO2,Varese - Via Copelli,383,VA,Varese,2003-08-07,NA,45.816973233263674,8.820240707158211,UT,A
5796,586,CO,Costa Volpino - Via Nazionale,192,BG,Costa Volpino,1993-07-26,2011-09-12,45.82715793876258,10.09706172418631,NA,NA
11041,674,Sulfur_dioxide,Monza - Via Machiavelli,162,MB,Monza,2011-02-10,NA,45.58026348442243,9.273573092713274,UB,Agg_MI
6944,632,PM10,Pizzighettone - Via Formigara,45,CR,Pizzighettone,2000-02-03,2014-01-02,45.18168712150796,9.793385935673802,NA,NA
20155,690,PM10,Mezzana Bigli - Località Casoni,73,PV,Mezzana Bigli,2013-11-20,NA,45.069658641385914,8.86888929943922,RI,B
17040,583,Nikel,Bergamo - Via Meucci,249,BG,Bergamo,2012-01-13,NA,45.69103740547214,9.643650579461385,UB,Agg_BG
20443,681,NO2,Moggio - Località Penscei,1194,LC,Moggio,2007-03-16,NA,45.91278752030292,9.497538167653424,RB,C
5578,575,NO2,Nibionno - Via Della Chiesa,310,LC,Nibionno,1991-12-20,2018-07-30,45.751111261617815,9.265020964805544,NA,NA
5846,570,CO,Tirano Viale Italia,439,SO,Tirano,1996-05-30,2018-07-30,46.21774621439411,10.156470232146322,NA,NA
6404,625,CO,Casalmaggiore - Via Volta,23,CR,Casalmaggiore,1996-05-19,2007-02-21,44.980660403835316,10.427376916159512,NA,NA
6901,668,Ozone,Mantova Lunetta,25,MN,Mantova,2003-01-01,2018-01-01,45.157985278189244,10.823931433968092,NA,NA
5713,502,Ozone,Milano - Via Juvara,122,MI,Milano,1981-01-12,2007-07-20,45.473225708577175,9.222315138737468,NA,NA
12613,670,Nikel,Mantova San Agnese,22,MN,Mantova,2008-02-19,NA,45.16056833010576,10.79556411370788,UB,A
6715,644,NO2,Vigevano - Via Petrarca,107,PV,Vigevano,2004-01-24,2012-02-02,45.326401500542325,8.860310253579987,NA,NA
5556,553,NO2,Saronno - Via Marconi,211,VA,Saronno,1993-06-23,2003-12-03,45.62396968592561,9.037226525673523,NA,NA
5801,562,CO,Mariano Comense - Viale Lombardia,256,CO,Mariano Comense,1991-12-18,2012-01-04,45.68865731381679,9.180657768638271,NA,NA
5717,531,Ozone,Pioltello Limito,114,MI,Pioltello,1989-05-13,NA,45.48363035323249,9.327360033215145,UB,Agg_MI
20031,693,Ammonia,Sannazzaro De Burgondi - Via Traversi,85,PV,Sannazzaro De Burgondi,2013-10-24,NA,45.10276627684137,8.90417452771467,UI,B
5567,564,NO2,Erba - Via Battisti,279,CO,Erba,2009-06-13,NA,45.808573806922965,9.221779204488435,UB,A
5626,537,Sulfur_dioxide,Lainate - Via Mengato,176,MI,Lainate,1991-09-25,2000-10-18,45.56753666798259,9.025796665025974,NA,NA
30166,652,Benzene,Brescia - Via Turati,154,BS,Brescia,2016-01-01,NA,45.539529434955995,10.231785907477223,UT,Agg_BS
20154,690,Ozone,Mezzana Bigli - Località Casoni,73,PV,Mezzana Bigli,2013-11-20,NA,45.069658641385914,8.86888929943922,RI,B
5597,594,NO2,Bergamo - Via Goisis,290,BG,Bergamo,1996-09-14,2018-07-30,45.715912469852206,9.688958745309764,NA,NA
10505,1269,NOx,Dalmine - Via Verdi,207,BG,Dalmine,2010-02-12,NA,45.64970251236247,9.601223338785262,UB,Agg_BG
6216,597,NOx,Lallio - Via Sforzatica,212,BG,Lallio,2000-04-13,2017-01-01,45.65966391792855,9.618568761257565,NA,NA
6408,626,NOx,Corte De Cortesi Con Cignone - Via Villa Strada Forca,57,CR,Corte De Cortesi Con Cignone,2002-01-01,NA,45.27848755478839,10.006202391204335,RI,B
17038,583,Arsenic,Bergamo - Via Meucci,249,BG,Bergamo,2012-01-13,NA,45.69103740547214,9.643650579461385,UB,Agg_BG
10474,1267,Benzene,Turano Lodigiano - Via Gramsci,65,LO,Turano Lodigiano,2010-01-01,2017-03-31,45.25028308918456,9.62125819274314,NA,NA
5750,552,Ozone,Varese - Via Vidoletti,425,VA,Varese,1991-12-23,NA,45.83690077655548,8.80392612667495,UB,A
6324,531,NOx,Pioltello Limito,114,MI,Pioltello,1989-05-12,NA,45.48363035323249,9.327360033215145,UB,Agg_MI
12620,542,Arsenic,Meda - Via Gagarin,222,MB,Meda,2008-04-18,NA,45.66176219189168,9.156643984551597,UT,Agg_MI
5620,525,Sulfur_dioxide,Corsico - Viale Italia,119,MI,Corsico,1983-06-06,2006-11-04,45.43610851009912,9.097410841871474,NA,NA
5850,557,CO,Lonate Pozzolo - Via Veneto,204,VA,Lonate Pozzolo,1996-12-05,2012-01-04,45.59402351710858,8.7407965765392,NA,NA
10049,689,Sulfur_dioxide,Galliavola - Via Marconi,87,PV,Galliavola,2007-01-01,2017-01-01,45.095121633481334,8.820308319996208,NA,NA
5550,547,NO2,Milano Parco Lambro,123,MI,Milano,1995-04-21,2018-07-30,45.499583690483405,9.247326889507654,NA,NA
10349,527,PM2.5,Castano Primo - Via Olimpiadi,175,MI,Castano Primo,2007-03-03,2017-01-01,45.54594268367404,8.776104584370271,NA,NA
6208,595,NOx,Filago - Via Don Milani,190,BG,Filago,1992-03-06,NA,45.63386450908066,9.556084255790864,UB,Agg_BG
5569,566,NO2,Olgiate Comasco - Via Roma,404,CO,Olgiate Comasco,1995-02-01,2010-04-15,45.78389725453634,8.966397886811311,NA,NA
6779,651,NOx,Brescia - Via Triumplina,175,BS,Brescia,1999-01-16,2005-10-18,45.57158552261201,10.23148691302886,NA,NA
10038,687,NO2,Ferno - Via Di Dio,215,VA,Ferno,2006-11-06,NA,45.61924377994763,8.756970445453431,UB,A
6877,664,NO2,Mantova - Piazza Gramsci,18,MN,Mantova,2004-06-08,NA,45.151743379576594,10.78140770009565,UT,A
6362,519,NOx,Tribiano,94,MI,Tribiano,1993-09-17,2006-04-13,45.40554635277101,9.370994067584798,NA,NA
5964,632,Sulfur_dioxide,Pizzighettone - Via Formigara,45,CR,Pizzighettone,1996-05-17,2012-01-04,45.18168712150796,9.793385935673802,NA,NA
6202,591,NOx,Seriate - Via Garibaldi,256,BG,Seriate,1991-10-31,2018-07-30,45.68635606439914,9.714947917631529,NA,NA
5617,508,Sulfur_dioxide,Cassano D'Adda - Via Di Vona,133,MI,Cassano D'Adda,1976-10-14,2017-12-11,45.52000867032165,9.512220968943545,NA,NA
5658,552,Sulfur_dioxide,Varese - Via Vidoletti,425,VA,Varese,1991-12-23,NA,45.83690077655548,8.80392612667495,UB,A
5661,591,Sulfur_dioxide,Seriate - Via Garibaldi,256,BG,Seriate,1991-10-31,2003-06-03,45.68635606439914,9.714947917631529,NA,NA
30159,655,NOx,Darfo Boario Terme - Via De Amicis,221,BS,Darfo Boario Terme,2013-01-23,NA,45.87460210989037,10.17735680898138,SB,D
6645,515,PM_tot,Pero SS Sempione,141,MI,Pero,1991-05-08,2005-10-13,45.509852266792514,9.089972020337333,NA,NA
10491,681,PM10,Moggio - Località Penscei,1194,LC,Moggio,2009-03-31,NA,45.91278752030292,9.497538167653424,RB,C
9969,679,NO2,Valmadrera - Via Pozzi,247,LC,Valmadrera,2006-02-15,NA,45.842207261022544,9.351658166127958,SB,A
6859,661,NO2,Rezzato - Via De Gasperi,147,BS,Rezzato,1992-08-05,NA,45.51570829484459,10.336240422996532,SI,Agg_BS
5573,570,NO2,Tirano Viale Italia,439,SO,Tirano,1993-11-01,2018-07-30,46.21774621439411,10.156470232146322,NA,NA
5962,630,Sulfur_dioxide,Crema - Via Indipendenza,78,CR,Crema,1992-11-01,2003-10-02,45.369413822391465,9.677268708195667,NA,NA
5848,555,CO,Busto Arsizio - Via Magenta,222,VA,Busto Arsizio,1991-05-25,2012-01-03,45.610736040012604,8.850115752092071,NA,NA
5695,601,Sulfur_dioxide,Montanaso Lombardo SP202 ,84,LO,Montanaso Lombardo,2000-01-13,2008-04-11,45.33613100905199,9.45255388178171,NA,NA
6898,668,NO2,Mantova Lunetta,25,MN,Mantova,2003-01-01,2018-07-30,45.157985278189244,10.823931433968092,NA,NA
12665,681,Benzo_a_pyrene,Moggio - Località Penscei,1194,LC,Moggio,2008-06-15,NA,45.91278752030292,9.497538167653424,RB,C
6386,558,NOx,Busto Arsizio Accam,206,VA,Busto Arsizio,1998-12-06,NA,45.582894292717725,8.842165456706075,SB,Agg_MI
6731,645,Sulfur_dioxide,Voghera - Via Repubblica,100,PV,Voghera,2002-03-07,2003-08-08,44.98586313155348,9.007128842722402,NA,NA
6917,558,PM10,Busto Arsizio Accam,206,VA,Busto Arsizio,1999-01-20,NA,45.582894292717725,8.842165456706075,SB,Agg_MI
